timestamp,total_operations_per_sec,successful_operations_per_sec,failed_operations_per_sec,availability_percentage,avg_latency_ms,p95_latency_ms,p99_latency_ms,total_nodes,alive_nodes,storage_used_gb,storage_total_gb,storage_utilization_percent,network_in_mbps,network_out_mbps,cache_hit_rate_percent,replication_factor,data_durability_percent,is_peak_hour,hour_of_day,day_of_week,weekend
2024-01-01 22:00:00,2254,2234,20,100.0,3.7922740372171577,17.472697973544378,28.804992200253757,6,6,118.34943223207037,500,23.669886446414072,1260.6125776642075,744.4251452324371,93.0098159538266,3,99.9984557032117,False,22,0,False
2024-01-01 23:00:00,1550,1537,13,100.0,3.6946816839960306,10.685521780855778,25.76524962940062,6,6,117.18882536237768,500,23.437765072475536,895.4694014089996,432.7107018591616,93.66508213844243,3,99.99896887244459,False,23,0,False
2024-01-02 00:00:00,2521,2495,26,100.0,4.479538343249178,17.566534241909032,35.937876151735715,6,6,116.4807229441762,500,23.296144588835237,1035.3219486491373,780.0269046377565,94.24452126517683,3,99.998560467818,False,0,1,False
2024-01-02 01:00:00,2272,2251,21,100.0,4.552938598109287,18.04438424809083,33.088337436263494,6,6,115.68724114712208,500,23.137448229424415,1351.917581101747,580.2136799388267,91.36987976274338,3,99.99956551440911,False,1,1,False
2024-01-02 02:00:00,1938,1923,15,100.0,5.914731692747054,19.491836406961028,28.022158955975016,6,6,115.20027608826798,500,23.040055217653595,1067.262099976217,638.7181345230357,96.2152710687774,3,99.99993122652482,False,2,1,False
2024-01-02 03:00:00,2364,2329,35,100.0,5.84444309907162,14.260274817866208,30.710714223410505,6,6,117.56653006652256,500,23.51330601330451,1154.7457474828643,677.499960213692,91.48849199016996,3,99.9986310140863,False,3,1,False
2024-01-02 04:00:00,1543,1534,9,100.0,6.468839197737433,16.52719898801617,25.898100039604167,6,6,117.595298895025,500,23.519059779005,821.6800816773598,532.2705006552396,91.09507115451906,3,99.99928095952069,False,4,1,False
2024-01-02 05:00:00,2442,2416,26,100.0,6.252816936721652,16.303434184039652,25.410405902485444,6,6,113.18407874788298,500,22.636815749576595,1285.5923185173206,761.2640552157054,92.7744239200616,3,99.99803119999055,False,5,1,False
2024-01-02 06:00:00,2860,2834,26,100.0,4.985842053217434,19.33454351793826,35.89745271375219,6,6,119.27448753038995,500,23.85489750607799,1252.4447341985983,690.1496428376403,91.74358133449874,3,99.99881033695424,False,6,1,False
2024-01-02 07:00:00,3186,3169,17,100.0,5.652595998709331,19.334726479801756,37.06325589483675,6,6,118.33118089228607,500,23.666236178457215,1702.7805985507941,1077.706191383104,90.58320977553956,3,99.99971828437532,False,7,1,False
2024-01-02 08:00:00,3082,3064,18,100.0,5.145493307000526,11.256598947303006,27.411282076066644,6,6,121.69094106986502,500,24.338188213973,1323.3986681131953,1000.5045434477111,94.62239266155078,3,99.99850885139969,False,8,1,False
2024-01-02 09:00:00,9200,9115,85,100.0,9.440653908777836,22.68851869374305,49.83167346908303,6,6,125.25122040933337,500,25.050244081866673,5114.325281762705,2808.038679640217,89.29538040823418,3,99.99837300931394,True,9,1,False
2024-01-02 10:00:00,8744,8655,89,100.0,11.489449790883683,27.21649454846402,44.39892261018789,6,6,125.39391349335415,500,25.07878269867083,4716.984548926983,2780.1277160425084,91.58574234015077,3,99.99939698927697,True,10,1,False
2024-01-02 11:00:00,6758,6709,49,100.0,12.755650170726653,33.34107686692076,44.13149838953824,6,6,115.82579470636175,500,23.16515894127235,3785.29814448286,2115.2433648549613,86.40649174041542,3,99.9986101380756,True,11,1,False
2024-01-02 12:00:00,6978,6884,94,100.0,14.516735343593144,33.459607111531525,46.22788636407077,6,6,127.31593310686749,500,25.463186621373495,3272.8577152589214,2025.3695455902493,92.741572992653,3,99.99835132778885,True,12,1,False
2024-01-02 13:00:00,8280,8251,29,100.0,8.965844338979055,21.883886320331758,43.74062074099154,6,6,121.13312009632598,500,24.2266240192652,3998.205632154546,2627.1363682155934,95.32835409500781,3,99.99982680863387,True,13,1,False
2024-01-02 14:00:00,8724,8705,19,100.0,14.207760588155683,25.212091294513634,56.33304409557928,6,6,119.86680301272861,500,23.97336060254572,5142.997851574332,3120.414971210977,97.19024821826603,3,99.99910332817076,True,14,1,False
2024-01-02 15:00:00,8679,8642,37,100.0,8.059156275200849,31.79768600180936,58.42933298137259,6,6,124.03407226283456,500,24.80681445256691,4817.593744204324,2491.4189310907186,93.95835653534057,3,99.999379640879,True,15,1,False
2024-01-02 16:00:00,8400,8307,93,100.0,11.281305852873864,25.66533344152691,46.6943066388867,6,6,119.78463996524775,500,23.95692799304955,3532.2855286164563,2501.829379113175,95.82119114112015,3,99.99844276434199,True,16,1,False
2024-01-02 17:00:00,9082,9057,25,100.0,8.885449289364052,21.762118547590518,41.087475541508304,6,6,119.32565881994968,500,23.865131763989936,4306.960652438252,2641.6360654441205,93.70151085160957,3,99.99958454439479,True,17,1,False
2024-01-02 18:00:00,7169,7126,43,100.0,13.046600490955425,27.18668267481157,46.698153464901914,6,6,121.65849697248723,500,24.33169939449745,4268.584877209506,2450.8263417084477,88.46337575193289,3,99.99910286092596,True,18,1,False
2024-01-02 19:00:00,1007,1004,3,100.0,6.8346656261004455,14.8236163914634,32.34572256318384,6,6,126.20220952727712,500,25.240441905455423,569.9353193321202,285.47609225686836,98.74885921157816,3,99.9998265333214,False,19,1,False
2024-01-02 20:00:00,3719,3686,33,100.0,3.722655265750127,16.71877382970709,25.18613132195616,6,6,130.70718790328544,500,26.14143758065709,1654.8490381354848,1059.5657280958585,93.53256217338989,3,99.99930439188613,False,20,1,False
2024-01-02 21:00:00,1035,1021,14,100.0,6.441885288241698,11.064869849977137,31.167406528877457,6,6,124.22245746963945,500,24.84449149392789,615.9500636584353,335.3909862119492,91.96842325373112,3,99.99862550530189,False,21,1,False
2024-01-02 22:00:00,944,941,3,100.0,5.576984805595107,10.004510504856537,30.031122214010768,6,6,133.55013073923809,500,26.710026147847614,463.03803493204254,259.84962283213986,97.67489745707303,3,99.99968711117994,False,22,1,False
2024-01-02 23:00:00,3014,3005,9,100.0,3.7386115705591187,15.941880534201777,29.185568447068164,6,6,127.41551385085887,500,25.483102770171772,1732.28959272363,1000.5451495611909,90.14796861506616,3,99.99968413805551,False,23,1,False
2024-01-03 00:00:00,1444,1435,9,100.0,3.4603435515796948,19.650634934161243,34.05522882115168,6,6,130.48034859711615,500,26.09606971942323,774.8599446715266,436.52822473991694,91.26499340399226,3,99.99978003534774,False,0,2,False
2024-01-03 01:00:00,2367,2338,29,100.0,4.522810601933945,18.229318294193067,31.951959320117016,6,6,122.76178219564012,500,24.552356439128026,982.5886747215134,710.032116649661,92.90703892750578,3,99.99824433386993,False,1,2,False
2024-01-03 02:00:00,2955,2948,7,100.0,3.0845497742416548,10.187860591576992,34.25834098642162,6,6,127.0891982700188,500,25.41783965400376,1645.6510292703035,890.8107327604238,94.00518649199489,3,99.99875344806479,False,2,2,False
2024-01-03 03:00:00,3065,3021,44,100.0,7.829303844929368,19.527623613968117,27.871174693951787,6,6,131.5932240665369,500,26.31864481330738,1464.8574227103095,883.2543383090062,94.83416289269289,3,99.99948085813807,False,3,2,False
2024-01-03 04:00:00,2944,2907,37,100.0,5.382589969972253,16.47118173035732,39.31439414440914,6,6,135.12187876499095,500,27.024375752998193,1291.378569123543,972.4285577681327,95.56728203011481,3,99.9993231840888,False,4,2,False
2024-01-03 05:00:00,2259,2244,15,100.0,4.247831063909893,10.030018431474808,33.55280543532325,6,6,134.62641584134073,500,26.925283168268145,1010.7830530039771,695.2582744131239,97.23763958393096,3,99.99911698920309,False,5,2,False
2024-01-03 06:00:00,4440,4407,33,100.0,6.474736517065181,17.360771147660188,38.00115257241727,6,6,134.99583863763561,500,26.999167727527123,2281.6187705070265,1406.72264119901,97.05838433459995,3,99.9989800714467,False,6,2,False
2024-01-03 07:00:00,4072,4063,9,100.0,6.467641538133478,14.527505565066608,32.0435253721712,6,6,135.92607209840833,500,27.185214419681664,1778.0463025195284,1296.8097865390512,95.59662847376136,3,99.9986159375282,False,7,2,False
2024-01-03 08:00:00,2397,2389,8,100.0,5.710449079377696,13.880311332383165,32.35899620637889,6,6,136.97000352725183,500,27.394000705450367,1118.8232212733571,602.8532152214149,98.92016018611032,3,99.9997321486765,False,8,2,False
2024-01-03 09:00:00,12862,12784,78,100.0,9.064134950192763,29.34497395633232,57.706393810510946,6,6,136.10989532472158,500,27.221979064944314,5996.831078408903,3836.5994102125014,90.49264754114392,3,99.99939100487352,True,9,2,False
2024-01-03 10:00:00,12319,12220,99,100.0,8.300355125536806,30.577648715616416,54.36459335104833,6,6,140.7815632088566,500,28.15631264177132,6248.852024730234,3989.6624855173964,87.8196397337819,3,99.99973634438277,True,10,2,False
2024-01-03 11:00:00,14674,14640,34,100.0,8.075422786638349,22.21171387891684,42.53189930622371,6,6,137.51213737508212,500,27.50242747501642,6991.493805265655,3877.3978782514014,86.75137705585402,3,99.99878461223771,True,11,2,False
2024-01-03 12:00:00,12006,11833,173,100.0,8.058115746062864,28.797646293174367,43.9386869250615,6,6,136.22582577088517,500,27.24516515417703,5956.003850123583,3018.1993085711492,90.60919519845345,3,99.99915940668686,True,12,2,False
2024-01-03 13:00:00,12361,12249,112,100.0,12.278038818946246,29.03305138030762,55.46338860037238,6,6,135.0642395741561,500,27.012847914831216,7361.28900851353,4387.516187393779,93.44509830239336,3,99.99995387150064,True,13,2,False
2024-01-03 14:00:00,12100,11987,113,100.0,9.77368116300279,24.034842871779247,49.59497782859851,6,6,137.12697745660378,500,27.42539549132076,7193.002727402764,3778.8748960706635,92.3068727669681,3,99.99804413029196,True,14,2,False
2024-01-03 15:00:00,14765,14583,182,100.0,14.393212085551855,30.87820455296169,48.819215366131736,6,6,136.07651037488893,500,27.21530207497779,6838.552474839419,3725.5389966285143,86.75449452968182,3,99.99900041370358,True,15,2,False
2024-01-03 16:00:00,12688,12629,59,100.0,14.007520610495376,32.35244308960178,58.924852183151344,6,6,142.2220008101815,500,28.4444001620363,7377.42165602194,4123.432753211303,95.88291394419005,3,99.99962926840777,True,16,2,False
2024-01-03 17:00:00,9856,9829,27,100.0,8.192542458074822,24.579593736536754,49.55481646553875,6,6,144.71279237235075,500,28.942558474470147,4394.030031026272,3064.2180005570744,92.17976936585418,3,99.99824485567788,True,17,2,False
2024-01-03 18:00:00,12249,12200,49,100.0,13.323754258242873,20.907373354108785,54.044820936451174,6,6,136.06246237986474,500,27.21249247597295,6743.055033674719,3289.388739480199,85.41742590232835,3,99.99840233344489,True,18,2,False
2024-01-03 19:00:00,4456,4408,48,100.0,6.619328527589242,13.518970789483845,32.090664306149705,6,6,136.05855573692315,500,27.211711147384634,2659.2883859926715,1170.8119272905196,97.54342225864761,3,99.99883683077115,False,19,2,False
2024-01-03 20:00:00,2026,2018,8,100.0,6.77262287378622,15.5234584707216,32.22933405714002,6,6,145.24411922034562,500,29.048823844069126,819.6170873809568,700.7564726470109,94.2543368613266,3,99.99923436274887,False,20,2,False
2024-01-03 21:00:00,3212,3204,8,100.0,7.305135949646642,16.217433810661554,25.37338767328032,6,6,136.4531252752914,500,27.290625055058282,1782.810408260747,904.1696878860938,94.07826575693939,3,99.9998648999591,False,21,2,False
2024-01-03 22:00:00,2805,2781,24,100.0,4.085988708233058,12.382006850878378,33.52603526937287,6,6,141.0589757152516,500,28.211795143050317,1244.7572483660163,872.1625887625504,96.27998218813929,3,99.99896885658343,False,22,2,False
2024-01-03 23:00:00,2247,2220,27,100.0,4.632555216454012,13.216830567882587,34.788831780998855,6,6,141.1865112240165,500,28.237302244803296,1310.8272108078784,619.0108769755743,94.49602779304357,3,99.99892655405361,False,23,2,False
2024-01-04 00:00:00,2235,2220,15,100.0,6.348469741888122,13.775396741158819,37.46172505854473,6,6,142.4794850106299,500,28.49589700212598,903.7718170650015,718.8581228654024,95.36076104104866,3,99.99820242947258,False,0,3,False
2024-01-04 01:00:00,2541,2519,22,100.0,6.268793839648456,12.74911650279667,29.414153799193997,6,6,147.6220127647038,500,29.524402552940764,1412.6049562523342,835.2563884979163,92.90742200681112,3,99.9999772638313,False,1,3,False
2024-01-04 02:00:00,1437,1426,11,100.0,4.608563814030086,13.143706667575508,30.836884209525632,6,6,151.17567028512573,500,30.23513405702515,647.4231926562626,477.4920439910827,92.06020418339659,3,99.99957610517689,False,2,3,False
2024-01-04 03:00:00,1181,1175,6,100.0,3.1572953024933526,14.976308075795727,30.287236116669604,6,6,144.72126507018135,500,28.94425301403627,500.2020840149538,414.6253624257354,90.22024443223462,3,99.99861352177743,False,3,3,False
2024-01-04 04:00:00,2485,2449,36,100.0,6.003966834269098,15.352329968510627,33.79951458633812,6,6,147.71222643242936,500,29.542445286485876,1158.1898851738506,786.8778130664717,90.64483594201317,3,99.9996672239479,False,4,3,False
2024-01-04 05:00:00,1220,1216,4,100.0,3.6305326784487635,19.68772454757614,27.473844747142657,6,6,143.87435955752963,500,28.77487191150593,655.88469820575,344.27302312470107,93.62979272249292,3,99.99943962154536,False,5,3,False
2024-01-04 06:00:00,3181,3136,45,100.0,4.029786940896502,13.529461502651461,30.21448734318868,6,6,150.28545392304463,500,30.057090784608924,1890.4009680021472,990.5289829237616,92.15359532818096,3,99.99934793149568,False,6,3,False
2024-01-04 07:00:00,925,922,3,100.0,3.5983062231720346,17.664305364912515,26.300921003626552,6,6,151.62648713089183,500,30.325297426178366,525.9391016592033,323.0959067710268,90.51861889474876,3,99.9985242408914,False,7,3,False
2024-01-04 08:00:00,1764,1749,15,100.0,3.0793664488335386,17.7348123546871,32.29569269044556,6,6,154.46048032190214,500,30.892096064380425,708.8533666437602,603.0725949939728,92.05584777666233,3,99.99876004165598,False,8,3,False
2024-01-04 09:00:00,7262,7155,107,100.0,14.851446818495475,24.794509359887215,49.74605713175754,6,6,153.24741821221758,500,30.649483642443514,3011.9610762003863,1863.1523481019112,86.02829585924162,3,99.99808173995969,True,9,3,False
2024-01-04 10:00:00,8488,8454,34,100.0,10.536494276933755,34.71335054905052,42.079243838203986,6,6,154.1279479899201,500,30.82558959798402,3462.92247316252,2560.907994270013,87.29665886907763,3,99.99870049357416,True,10,3,False
2024-01-04 11:00:00,8271,8200,71,100.0,11.679112056020724,30.701931196770023,54.62304890440225,6,6,151.22539232885083,500,30.245078465770163,4058.62978053087,2007.8785073316328,92.7719557896454,3,99.99813654619294,True,11,3,False
2024-01-04 12:00:00,7840,7816,24,100.0,11.082698326815276,33.91323499768179,48.0547377927916,6,6,157.14611352659605,500,31.42922270531921,4565.929330817712,2731.4714411199902,90.4766665221233,3,99.99806460320423,True,12,3,False
2024-01-04 13:00:00,6326,6280,46,100.0,10.300162389867179,29.199899187799254,46.62322087727023,6,6,153.94123602625123,500,30.788247205250247,2882.7117000723465,2058.097005653873,93.62990687769883,3,99.99905591122622,True,13,3,False
2024-01-04 14:00:00,7229,7189,40,100.0,9.796200118368898,33.23243588166438,50.83924572233171,6,6,157.8168438986377,500,31.56336877972754,4268.774333961766,2445.869641195256,93.40491304546421,3,99.99901084288422,True,14,3,False
2024-01-04 15:00:00,9730,9605,125,100.0,8.938984426684007,23.4165480666439,59.88201199785931,6,6,155.60377679768771,500,31.120755359537544,4858.546710144805,3288.5978845487284,86.648741298092,3,99.99978214529,True,15,3,False
2024-01-04 16:00:00,8627,8538,89,100.0,9.95112631965668,27.084389529496367,59.92769034545227,6,6,150.46058638405015,500,30.092117276810026,3596.55649158308,2200.878185875295,85.39715364241364,3,99.99857292699448,True,16,3,False
2024-01-04 17:00:00,8043,7980,63,100.0,12.138739201956184,22.973839504601635,45.77546628205537,6,6,155.2821706628599,500,31.05643413257198,3793.103444888329,2046.368871896043,91.79913728511066,3,99.99819035527678,True,17,3,False
2024-01-04 18:00:00,7651,7601,50,83.33333333333334,14.234196340023692,29.02025255541143,48.144284643043875,6,5,146.83569522461022,500,29.36713904492204,4373.335636567972,2387.847961940362,96.29547741808182,3,99.99949804248223,True,18,3,False
2024-01-04 19:00:00,2692,2671,21,100.0,3.636532147686735,19.890704285419858,26.776697685301134,6,6,161.46628569753184,500,32.29325713950637,1569.5510090692096,932.2458144530253,97.40327306633493,3,99.99840849003301,False,19,3,False
2024-01-04 20:00:00,3679,3664,15,100.0,7.74439868933881,10.415479215389261,32.0676816389701,6,6,152.6734158734338,500,30.534683174686762,1880.331214238533,913.0153478838592,93.28565496486321,3,99.99930109608663,False,20,3,False
2024-01-04 21:00:00,3334,3308,26,83.33333333333334,6.597977097828716,15.954109965852487,39.18482830411884,6,5,148.15996353641967,500,29.63199270728393,1877.0523088647378,805.3247083280883,92.09095539406368,3,99.99868575408141,False,21,3,False
2024-01-04 22:00:00,1707,1700,7,100.0,7.943110754961422,17.069199949456838,26.215974975908807,6,6,148.88033511192629,500,29.776067022385256,840.1916880212658,580.8030057133992,98.8587780582079,3,99.99978006726238,False,22,3,False
2024-01-04 23:00:00,2635,2619,16,100.0,5.036722287810772,14.479533239145598,34.24512298101286,6,6,159.8940550109642,500,31.978811002192835,1112.4432521621993,718.177586246334,93.11193895762753,3,99.99898645885798,False,23,3,False
2024-01-05 00:00:00,2463,2447,16,100.0,5.291698425250995,19.238268633838302,33.75560721426113,6,6,158.4594745639971,500,31.691894912799423,1277.4406181308902,764.0287865881949,94.34725865232225,3,99.99988470455472,False,0,4,False
2024-01-05 01:00:00,2904,2896,8,100.0,3.337797065593584,17.70731356093207,33.108171904604916,6,6,162.83461474827416,500,32.56692294965483,1587.189501110584,997.5836098536602,96.08624369944098,3,99.99992500076962,False,1,4,False
2024-01-05 02:00:00,3105,3072,33,100.0,5.339584807183451,11.872171717714844,32.755011279457776,6,6,152.01003196517874,500,30.402006393035748,1555.1213702034995,936.258010185308,97.3667059122689,3,99.99972639478469,False,2,4,False
2024-01-05 03:00:00,2070,2059,11,100.0,5.30037338604013,17.786447089570537,37.94010429667088,6,6,166.21483784870753,500,33.2429675697415,1158.5450301701903,649.7139016063913,98.29995642302326,3,99.99907699570518,False,3,4,False
2024-01-05 04:00:00,2930,2920,10,100.0,3.434734528832683,16.36627150188538,39.819280765348815,6,6,166.8490724405538,500,33.36981448811076,1431.3790864065263,813.0483835525908,93.6261718609707,3,99.99917856214066,False,4,4,False
2024-01-05 05:00:00,1169,1165,4,100.0,3.3557469409258074,12.531129416688263,28.063039965568837,6,6,166.5757620337011,500,33.31515240674022,585.2132016730543,371.2109030494167,92.63306765986172,3,99.99819508922808,False,5,4,False
2024-01-05 06:00:00,1444,1431,13,100.0,3.961296061343248,10.450122196487287,35.069096197106894,6,6,161.62962835618362,500,32.325925671236725,647.5947270724383,423.1395374906863,94.87886715511013,3,99.99907368671865,False,6,4,False
2024-01-05 07:00:00,1626,1605,21,100.0,3.037008408670461,18.930920569063865,26.767591535909435,6,6,153.64675935240027,500,30.729351870480055,896.3808434561946,583.8651294443068,97.35757363415732,3,99.99969191038912,False,7,4,False
2024-01-05 08:00:00,1571,1565,6,100.0,7.087141566503618,15.216494175089672,33.44722679523436,6,6,168.1118975844272,500,33.62237951688544,750.6477771286224,477.2294778689312,92.47032383176844,3,99.99957321671343,False,8,4,False
2024-01-05 09:00:00,9139,9090,49,100.0,12.684401849123425,33.94087448094746,44.666605187149536,6,6,154.8440448909394,500,30.96880897818788,5194.21161112936,3082.124277674585,85.83037489367759,3,99.99967745770371,True,9,4,False
2024-01-05 10:00:00,10816,10777,39,100.0,9.513923234625434,21.586562124320764,42.335247484402274,6,6,169.16739731886975,500,33.83347946377395,4761.832580715211,3833.1696772986797,88.13491062870943,3,99.99958559793265,True,10,4,False
2024-01-05 11:00:00,11043,10929,114,100.0,8.3210324371124,20.095870173552516,55.05272679190966,6,6,163.75847426588996,500,32.751694853177995,6266.3388881750325,3333.4496505053708,86.36004772323598,3,99.99841277635356,True,11,4,False
2024-01-05 12:00:00,13731,13615,116,100.0,10.792866627151202,29.22242853198987,55.346395661560415,6,6,167.80695154118268,500,33.56139030823654,6645.872812626959,4840.946972143171,89.66694469305232,3,99.99854467360481,True,12,4,False
2024-01-05 13:00:00,14499,14459,40,100.0,9.336022034110252,26.1774190710684,42.355481667035995,6,6,158.42173796340356,500,31.684347592680712,6552.069316267405,4872.323738514428,88.09420418335331,3,99.99903562799206,True,13,4,False
2024-01-05 14:00:00,9307,9235,72,100.0,10.77793976077209,32.82460546541613,46.94968262704616,6,6,163.48166308421693,500,32.696332616843385,5010.639536480713,2444.1369784301774,89.31232345971853,3,99.99921132736884,True,14,4,False
2024-01-05 15:00:00,9279,9208,71,100.0,8.489759077234272,31.251241291715104,52.66166256870753,6,6,163.62007851992615,500,32.72401570398523,3873.677188677244,2887.568984561917,87.53880328202865,3,99.99945806569787,True,15,4,False
2024-01-05 16:00:00,10420,10333,87,100.0,13.760923921339916,28.27948813538949,41.93386001743669,6,6,165.61483837051614,500,33.12296767410323,5462.043770461584,3258.5453727078334,92.3228318188352,3,99.9992069797098,True,16,4,False
2024-01-05 17:00:00,10797,10672,125,100.0,13.82961293913258,25.98885026325162,47.30850883242443,6,6,161.05934581235707,500,32.211869162471416,5172.9157681252,2686.454648981055,87.78084322206753,3,99.999048242452,True,17,4,False
2024-01-05 18:00:00,9706,9578,128,100.0,8.99555417792411,21.948747525975442,49.734753072902514,6,6,173.88349158137248,500,34.7766983162745,5122.25505772735,2428.246076963003,92.20630563129212,3,99.99808181334976,True,18,4,False
2024-01-05 19:00:00,3304,3259,45,100.0,3.062905967299617,12.117284200157833,37.15148369806498,6,6,165.04671014657995,500,33.00934202931599,1852.9604124642049,1004.4658893842701,94.52721819806168,3,99.99946946511535,False,19,4,False
2024-01-05 20:00:00,1292,1281,11,100.0,7.885012297396891,16.679797840403747,38.642172079593195,6,6,164.2595725995042,500,32.85191451990084,517.0329157950777,321.8311114326663,93.15940739343645,3,99.99939647655708,False,20,4,False
2024-01-05 21:00:00,1118,1106,12,100.0,5.942216268857718,12.73414200544214,38.86607699271202,6,6,168.01673030598488,500,33.60334606119697,641.5222074450988,284.62776277102193,98.4184269465092,3,99.99880014924332,False,21,4,False
2024-01-05 22:00:00,2605,2574,31,100.0,7.48839689326548,18.26627916749157,28.452586787388572,6,6,173.91069841647422,500,34.782139683294844,1393.0269293060057,697.9531297196132,97.84468481250346,3,99.99803314239799,False,22,4,False
2024-01-05 23:00:00,2388,2354,34,100.0,4.3080392082092445,16.58758953453753,31.913346149192254,6,6,170.4403916532895,500,34.0880783306579,1146.9909695501788,721.0357251665054,91.01479102375964,3,99.99998867910618,False,23,4,False
